,prdtypecode
86686.0,1300
86687.0,2522
86688.0,2462
86689.0,1920
86690.0,1300
86691.0,1920
86692.0,2060
86693.0,2522
86694.0,1140
86695.0,1920
86696.0,2585
86697.0,2705
86698.0,1560
86699.0,2280
86700.0,1560
86701.0,2583
86702.0,2585
86703.0,1920
86704.0,10
86705.0,1280
86706.0,1920
86707.0,2705
86708.0,10
86709.0,40
86710.0,1280
86711.0,1140
86712.0,1300
86713.0,1160
86714.0,10
86715.0,2585
86716.0,2705
86717.0,1280
86718.0,2060
86719.0,1280
86720.0,1920
86721.0,2583
86722.0,2583
86723.0,10
86724.0,2583
86725.0,1300
86726.0,1920
86727.0,2585
86728.0,2705
86729.0,1320
86730.0,2522
86731.0,1320
86732.0,1280
86733.0,2705
86734.0,2462
86735.0,1140
86736.0,1560
86737.0,1140
86738.0,40
86739.0,2403
86740.0,2583
86741.0,1160
86742.0,2280
86743.0,1281
86744.0,1320
86745.0,2522
86746.0,2705
86747.0,10
86748.0,2280
86749.0,1302
86750.0,1560
86751.0,1560
86752.0,1920
86753.0,2060
86754.0,10
86755.0,2905
86756.0,1302
86757.0,1280
86758.0,1920
86759.0,1300
86760.0,2582
86761.0,1560
86762.0,2705
86763.0,1320
86764.0,10
86765.0,1560
86766.0,2403
86767.0,1140
86768.0,1280
86769.0,2280
86770.0,40
86771.0,2585
86772.0,2522
86773.0,1280
86774.0,2905
86775.0,2280
86776.0,1280
86777.0,2403
86778.0,2585
86779.0,2522
86780.0,2522
86781.0,2220
86782.0,1300
86783.0,1280
86784.0,1301
86785.0,40
86786.0,2582
86787.0,2060
86788.0,60
86789.0,1320
86790.0,2462
86791.0,2280
86792.0,2522
86793.0,1302
86794.0,2583
86795.0,40
86796.0,2060
86797.0,2462
86798.0,40
86799.0,1300
86800.0,50
86801.0,1140
86802.0,1300
86803.0,2583
86804.0,1560
86805.0,2583
86806.0,2705
86807.0,2585
86808.0,1140
86809.0,2705
86810.0,1160
86811.0,1320
86812.0,2403
86813.0,1160
86814.0,2583
86815.0,1160
86816.0,2522
86817.0,2905
86818.0,2585
86819.0,1300
86820.0,1300
86821.0,1140
86822.0,10
86823.0,10
86824.0,1280
86825.0,1560
86826.0,2583
86827.0,2705
86828.0,1920
86829.0,2905
86830.0,2583
86831.0,1920
86832.0,2705
86833.0,2060
86834.0,2705
86835.0,2585
86836.0,1160
86837.0,2220
86838.0,1160
86839.0,2060
86840.0,2060
86841.0,2582
86842.0,10
86843.0,1560
86844.0,2060
86845.0,2060
86846.0,2060
86847.0,1300
86848.0,2060
86849.0,1560
86850.0,1560
86851.0,1280
86852.0,1300
86853.0,1140
86854.0,1160
86855.0,2522
86856.0,2705
86857.0,1920
86858.0,2522
86859.0,2583
86860.0,10
86861.0,1560
86862.0,10
86863.0,2582
86864.0,2522
86865.0,1920
86866.0,2522
86867.0,2462
86868.0,2582
86869.0,2583
86870.0,2583
86871.0,1920
86872.0,2583
86873.0,2583
86874.0,10
86875.0,1560
86876.0,1560
86877.0,2280
86878.0,1920
86879.0,1560
86880.0,10
86881.0,1940
86882.0,1920
86883.0,2060
86884.0,50
86885.0,1280
86886.0,2220
86887.0,2583
86888.0,2585
86889.0,2585
86890.0,1320
86891.0,1281
86892.0,1920
86893.0,2280
86894.0,2522
86895.0,2462
86896.0,1302
86897.0,2583
86898.0,2280
86899.0,2060
86900.0,2280
86901.0,1140
86902.0,1940
86903.0,2522
86904.0,1180
86905.0,2583
86906.0,2905
86907.0,1281
86908.0,1280
86909.0,10
86910.0,1300
86911.0,2403
86912.0,1140
86913.0,2220
86914.0,2280
86915.0,2462
86916.0,1560
86917.0,1560
86918.0,2585
86919.0,1302
86920.0,2583
86921.0,2583
86922.0,1560
86923.0,2462
86924.0,1280
86925.0,1560
86926.0,2583
86927.0,10
86928.0,2583
86929.0,1140
86930.0,1300
86931.0,1280
86932.0,1300
86933.0,1560
86934.0,2583
86935.0,1300
86936.0,10
86937.0,1160
86938.0,2522
86939.0,1281
86940.0,2585
86941.0,1920
86942.0,2220
86943.0,1281
86944.0,1560
86945.0,2585
86946.0,1300
86947.0,2583
86948.0,1920
86949.0,1920
86950.0,2583
86951.0,1300
86952.0,1180
86953.0,1281
86954.0,1300
86955.0,10
86956.0,2522
86957.0,1302
86958.0,10
86959.0,2583
86960.0,2583
86961.0,2705
86962.0,2583
86963.0,2403
86964.0,2583
86965.0,1560
86966.0,2403
86967.0,2705
86968.0,2060
86969.0,1140
86970.0,1560
86971.0,1300
86972.0,1320
86973.0,1302
86974.0,2060
86975.0,1281
86976.0,2585
86977.0,1300
86978.0,1920
86979.0,2280
86980.0,1560
86981.0,2060
86982.0,1920
86983.0,1281
86984.0,2060
86985.0,2060
86986.0,1302
86987.0,2280
86988.0,1320
86989.0,1140
86990.0,2583
86991.0,1320
86992.0,2583
86993.0,1320
86994.0,2583
86995.0,2582
86996.0,10
86997.0,1940
86998.0,1280
86999.0,1281
87000.0,2060
87001.0,2522
87002.0,2522
87003.0,1560
87004.0,10
87005.0,1280
87006.0,1320
87007.0,2582
87008.0,1280
87009.0,2060
87010.0,2280
87011.0,1920
87012.0,1300
87013.0,1160
87014.0,1320
87015.0,2060
87016.0,2280
87017.0,2280
87018.0,2583
87019.0,2583
87020.0,2522
87021.0,1140
87022.0,2583
87023.0,1160
87024.0,1300
87025.0,10
87026.0,10
87027.0,2280
87028.0,2280
87029.0,1160
87030.0,2522
87031.0,1281
87032.0,1180
87033.0,1560
87034.0,1140
87035.0,2280
87036.0,2583
87037.0,2522
87038.0,1160
87039.0,50
87040.0,1920
87041.0,1560
87042.0,2280
87043.0,2522
87044.0,2403
87045.0,1320
87046.0,2582
87047.0,1300
87048.0,1160
87049.0,1300
87050.0,2583
87051.0,2582
87052.0,1320
87053.0,1180
87054.0,2280
87055.0,2403
87056.0,2583
87057.0,2060
87058.0,2585
87059.0,1320
87060.0,1160
87061.0,40
87062.0,2583
87063.0,2583
87064.0,1560
87065.0,40
87066.0,2280
87067.0,1160
87068.0,60
87069.0,2280
87070.0,1302
87071.0,1920
87072.0,1300
87073.0,2905
87074.0,2705
87075.0,1320
87076.0,2403
87077.0,1281
87078.0,1300
87079.0,2585
87080.0,2060
87081.0,2583
87082.0,2583
87083.0,2060
87084.0,2585
87085.0,1302
87086.0,2280
87087.0,1302
87088.0,1302
87089.0,2522
87090.0,50
87091.0,2280
87092.0,1320
87093.0,2585
87094.0,2522
87095.0,2522
87096.0,1560
87097.0,2280
87098.0,2585
87099.0,1300
87100.0,10
87101.0,50
87102.0,2705
87103.0,1302
87104.0,1280
87105.0,1560
87106.0,10
87107.0,1920
87108.0,1280
87109.0,1300
87110.0,1180
87111.0,1300
87112.0,1280
87113.0,2705
87114.0,1280
87115.0,2583
87116.0,2280
87117.0,2582
87118.0,2462
87119.0,2583
87120.0,10
87121.0,40
87122.0,2583
87123.0,1300
87124.0,2583
87125.0,1281
87126.0,2585
87127.0,1920
87128.0,2583
87129.0,1560
87130.0,2280
87131.0,2905
87132.0,2583
87133.0,1920
87134.0,2583
87135.0,2403
87136.0,2583
87137.0,2522
87138.0,2060
87139.0,2403
87140.0,10
87141.0,1920
87142.0,2585
87143.0,2583
87144.0,10
87145.0,1180
87146.0,1560
87147.0,2060
87148.0,1140
87149.0,2280
87150.0,2522
87151.0,1180
87152.0,2583
87153.0,1140
87154.0,2280
87155.0,1320
87156.0,1140
87157.0,1300
87158.0,2522
87159.0,2585
87160.0,2220
87161.0,2705
87162.0,1160
87163.0,2583
87164.0,2280
87165.0,2060
87166.0,1940
87167.0,2060
87168.0,1560
87169.0,2583
87170.0,10
87171.0,2522
87172.0,2403
87173.0,2060
87174.0,2585
87175.0,1920
87176.0,1281
87177.0,2583
87178.0,2522
87179.0,2403
87180.0,1300
87181.0,2280
87182.0,1140
87183.0,1302
87184.0,2280
87185.0,1280
87186.0,2280
87187.0,10
87188.0,2522
87189.0,2060
87190.0,10
87191.0,1300
87192.0,1280
87193.0,2705
87194.0,1302
87195.0,1140
87196.0,1320
87197.0,2705
87198.0,1920
87199.0,1560
87200.0,2060
87201.0,1280
87202.0,1280
87203.0,40
87204.0,1280
87205.0,2583
87206.0,1180
87207.0,2403
87208.0,2280
87209.0,50
87210.0,1300
87211.0,2060
87212.0,50
87213.0,1560
87214.0,1320
87215.0,2522
87216.0,2280
87217.0,2280
87218.0,2522
87219.0,1300
87220.0,1281
87221.0,2582
87222.0,2583
87223.0,1320
87224.0,2583
87225.0,2905
87226.0,2280
87227.0,2583
87228.0,2522
87229.0,2705
87230.0,2522
87231.0,40
87232.0,1320
87233.0,2583
87234.0,2582
87235.0,2060
87236.0,2583
87237.0,1300
87238.0,2403
87239.0,1300
87240.0,10
87241.0,2060
87242.0,1160
87243.0,50
87244.0,1280
87245.0,1302
87246.0,1920
87247.0,1280
87248.0,2280
87249.0,1140
87250.0,1560
87251.0,2060
87252.0,2585
87253.0,1180
87254.0,10
87255.0,2582
87256.0,2583
87257.0,2403
87258.0,2705
87259.0,1300
87260.0,2280
87261.0,2583
87262.0,1140
87263.0,2583
87264.0,50
87265.0,50
87266.0,1301
87267.0,1280
87268.0,1302
87269.0,1320
87270.0,1302
87271.0,2522
87272.0,2060
87273.0,1281
87274.0,1300
87275.0,1281
87276.0,1180
87277.0,1302
87278.0,1560
87279.0,2583
87280.0,2583
87281.0,2582
87282.0,1920
87283.0,2060
87284.0,50
87285.0,1320
87286.0,10
87287.0,2280
87288.0,1300
87289.0,2522
87290.0,2583
87291.0,2583
87292.0,1940
87293.0,2583
87294.0,50
87295.0,1320
87296.0,2060
87297.0,1302
87298.0,1560
87299.0,1920
87300.0,2522
87301.0,1920
87302.0,50
87303.0,2060
87304.0,10
87305.0,2585
87306.0,10
87307.0,1281
87308.0,2060
87309.0,2583
87310.0,2583
87311.0,1281
87312.0,2403
87313.0,40
87314.0,2583
87315.0,2280
87316.0,1560
87317.0,2060
87318.0,1140
87319.0,1280
87320.0,1160
87321.0,2462
87322.0,10
87323.0,1280
87324.0,2280
87325.0,2280
87326.0,2280
87327.0,10
87328.0,40
87329.0,2060
87330.0,1160
87331.0,10
87332.0,1300
87333.0,2522
87334.0,2462
87335.0,60
87336.0,2583
87337.0,1320
87338.0,10
87339.0,2582
87340.0,1560
87341.0,1940
87342.0,1281
87343.0,1140
87344.0,1301
87345.0,1140
87346.0,10
87347.0,1300
87348.0,1160
87349.0,1920
87350.0,1280
87351.0,1281
87352.0,40
87353.0,1280
87354.0,2583
87355.0,1920
87356.0,2705
87357.0,1560
87358.0,2060
87359.0,2522
87360.0,1302
87361.0,1560
87362.0,2060
87363.0,40
87364.0,2585
87365.0,2583
87366.0,2583
87367.0,1160
87368.0,2583
87369.0,1920
87370.0,2583
87371.0,1300
87372.0,40
87373.0,2583
87374.0,1302
87375.0,10
87376.0,1300
87377.0,2403
87378.0,10
87379.0,2705
87380.0,2583
87381.0,2403
87382.0,2403
87383.0,1280
87384.0,40
87385.0,1280
87386.0,50
87387.0,2522
87388.0,2705
87389.0,1160
87390.0,2060
87391.0,1300
87392.0,2403
87393.0,1180
87394.0,1560
87395.0,2060
87396.0,2403
87397.0,1160
87398.0,1300
87399.0,50
87400.0,1280
87401.0,1300
87402.0,2060
87403.0,2403
87404.0,10
87405.0,1160
87406.0,1300
87407.0,2583
87408.0,1140
87409.0,2583
87410.0,2280
87411.0,10
87412.0,1560
87413.0,2060
87414.0,2522
87415.0,2705
87416.0,50
87417.0,2583
87418.0,1281
87419.0,1560
87420.0,2705
87421.0,2522
87422.0,1320
87423.0,1300
87424.0,1140
87425.0,1920
87426.0,2583
87427.0,1920
87428.0,2705
87429.0,1280
87430.0,2280
87431.0,50
87432.0,1300
87433.0,2522
87434.0,10
87435.0,1300
87436.0,2583
87437.0,2522
87438.0,2583
87439.0,1300
87440.0,2280
87441.0,2705
87442.0,2905
87443.0,1160
87444.0,2462
87445.0,2220
87446.0,2585
87447.0,50
87448.0,1300
87449.0,2060
87450.0,2705
87451.0,2280
87452.0,50
87453.0,1300
87454.0,2705
87455.0,1281
87456.0,2583
87457.0,1302
87458.0,2060
87459.0,2522
87460.0,2403
87461.0,2905
87462.0,2280
87463.0,1280
87464.0,1300
87465.0,2582
87466.0,2705
87467.0,1280
87468.0,2582
87469.0,1320
87470.0,1160
87471.0,2583
87472.0,2522
87473.0,1560
87474.0,1300
87475.0,2705
87476.0,1560
87477.0,2403
87478.0,1320
87479.0,2583
87480.0,60
87481.0,50
87482.0,40
87483.0,1160
87484.0,2705
87485.0,2583
87486.0,1300
87487.0,50
87488.0,2522
87489.0,2583
87490.0,1280
87491.0,10
87492.0,2060
87493.0,2220
87494.0,2403
87495.0,2403
87496.0,40
87497.0,2705
87498.0,1160
87499.0,2522
87500.0,1160
87501.0,1281
87502.0,1300
87503.0,2522
87504.0,1920
87505.0,2705
87506.0,50
87507.0,50
87508.0,2403
87509.0,2280
87510.0,2705
87511.0,2582
87512.0,2403
87513.0,2585
87514.0,2905
87515.0,2522
87516.0,10
87517.0,2583
87518.0,2583
87519.0,40
87520.0,10
87521.0,2060
87522.0,1560
87523.0,2583
87524.0,1280
87525.0,2403
87526.0,2583
87527.0,1160
87528.0,1280
87529.0,2522
87530.0,1560
87531.0,2280
87532.0,2060
87533.0,10
87534.0,2060
87535.0,2060
87536.0,1920
87537.0,1300
87538.0,2583
87539.0,2403
87540.0,1281
87541.0,1320
87542.0,1280
87543.0,1920
87544.0,2280
87545.0,40
87546.0,10
87547.0,2522
87548.0,1160
87549.0,2060
87550.0,10
87551.0,2462
87552.0,2522
87553.0,1160
87554.0,1180
87555.0,2522
87556.0,1920
87557.0,1920
87558.0,2060
87559.0,40
87560.0,1940
87561.0,1301
87562.0,1301
87563.0,2060
87564.0,2280
87565.0,1160
87566.0,2583
87567.0,1560
87568.0,1280
87569.0,1920
87570.0,1920
87571.0,1301
87572.0,1140
87573.0,2583
87574.0,2582
87575.0,1280
87576.0,2583
87577.0,2280
87578.0,2583
87579.0,1320
87580.0,1920
87581.0,1140
87582.0,1281
87583.0,1300
87584.0,1320
87585.0,2522
87586.0,2705
87587.0,60
87588.0,2060
87589.0,2522
87590.0,1302
87591.0,1300
87592.0,1302
87593.0,40
87594.0,2522
87595.0,2583
87596.0,1160
87597.0,2583
87598.0,2280
87599.0,1560
87600.0,1180
87601.0,2060
87602.0,1280
87603.0,1140
87604.0,2583
87605.0,2583
87606.0,2583
87607.0,2583
87608.0,2583
87609.0,2583
87610.0,2585
87611.0,1560
87612.0,2522
87613.0,2060
87614.0,2705
87615.0,1281
87616.0,60
87617.0,2060
87618.0,1300
87619.0,40
87620.0,2403
87621.0,2583
87622.0,2905
87623.0,2522
87624.0,2280
87625.0,2403
87626.0,2060
87627.0,50
87628.0,2582
87629.0,1560
87630.0,2585
87631.0,2583
87632.0,2583
87633.0,2583
87634.0,1160
87635.0,2583
87636.0,1300
87637.0,2522
87638.0,2522
87639.0,1300
87640.0,2583
87641.0,1320
87642.0,2585
87643.0,60
87644.0,1160
87645.0,1320
87646.0,40
87647.0,1140
87648.0,40
87649.0,1301
87650.0,1300
87651.0,10
87652.0,1920
87653.0,2403
87654.0,1920
87655.0,2585
87656.0,1920
87657.0,1560
87658.0,2280
87659.0,2280
87660.0,1302
87661.0,1560
87662.0,2280
87663.0,2403
87664.0,2522
87665.0,2583
87666.0,1280
87667.0,40
87668.0,10
87669.0,1301
87670.0,50
87671.0,50
87672.0,2583
87673.0,2583
87674.0,1320
87675.0,2522
87676.0,2583
87677.0,2060
87678.0,2582
87679.0,2060
87680.0,2403
87681.0,1281
87682.0,1300
87683.0,1920
87684.0,2583
87685.0,2582
87686.0,2403
87687.0,40
87688.0,2280
87689.0,40
87690.0,2060
87691.0,1300
87692.0,1280
87693.0,2060
87694.0,1140
87695.0,2585
87696.0,40
87697.0,10
87698.0,1920
87699.0,2583
87700.0,2583
87701.0,2583
87702.0,2583
87703.0,2403
87704.0,1281
87705.0,2403
87706.0,2705
87707.0,1280
87708.0,2583
87709.0,1160
87710.0,1180
87711.0,10
87712.0,1300
87713.0,2905
87714.0,2582
87715.0,2583
87716.0,1160
87717.0,2522
87718.0,1280
87719.0,1300
87720.0,1300
87721.0,2583
87722.0,10
87723.0,2220
87724.0,50
87725.0,2522
87726.0,2585
87727.0,60
87728.0,1320
87729.0,2585
87730.0,1320
87731.0,2905
87732.0,1940
87733.0,1280
87734.0,2060
87735.0,2220
87736.0,2522
87737.0,2585
87738.0,1281
87739.0,40
87740.0,1301
87741.0,2060
87742.0,50
87743.0,2060
87744.0,1920
87745.0,1160
87746.0,10
87747.0,2583
87748.0,1300
87749.0,2583
87750.0,60
87751.0,1320
87752.0,1920
87753.0,60
87754.0,1140
87755.0,1560
87756.0,1320
87757.0,2583
87758.0,1560
87759.0,1140
87760.0,2585
87761.0,2522
87762.0,1302
87763.0,40
87764.0,2403
87765.0,10
87766.0,2280
87767.0,2583
87768.0,2403
87769.0,1160
87770.0,40
87771.0,2583
87772.0,2583
87773.0,2905
87774.0,2522
87775.0,2060
87776.0,1560
87777.0,1300
87778.0,2585
87779.0,2522
87780.0,2585
87781.0,1280
87782.0,1300
87783.0,2060
87784.0,1300
87785.0,1281
87786.0,2280
87787.0,40
87788.0,1140
87789.0,1280
87790.0,1281
87791.0,2583
87792.0,2522
87793.0,1302
87794.0,2522
87795.0,2522
87796.0,1920
87797.0,2583
87798.0,2220
87799.0,2522
87800.0,2522
87801.0,1320
87802.0,60
87803.0,10
87804.0,2522
87805.0,1280
87806.0,1300
87807.0,2280
87808.0,1302
87809.0,1300
87810.0,2582
87811.0,2583
87812.0,2582
87813.0,2583
87814.0,1920
87815.0,2522
87816.0,1300
87817.0,2060
87818.0,2522
87819.0,2060
87820.0,1920
87821.0,1160
87822.0,2060
87823.0,1160
87824.0,1280
87825.0,10
87826.0,1301
87827.0,40
87828.0,1280
87829.0,2583
87830.0,2220
87831.0,2583
87832.0,2582
87833.0,2403
87834.0,10
87835.0,1920
87836.0,2060
87837.0,60
87838.0,1560
87839.0,2060
87840.0,1160
87841.0,1920
87842.0,2462
87843.0,2583
87844.0,2583
87845.0,1160
87846.0,2583
87847.0,2403
87848.0,1300
87849.0,10
87850.0,2582
87851.0,2280
87852.0,2583
87853.0,1920
87854.0,1320
87855.0,40
87856.0,2585
87857.0,1920
87858.0,10
87859.0,1560
87860.0,1300
87861.0,2522
87862.0,1301
87863.0,1140
87864.0,1302
87865.0,40
87866.0,40
87867.0,2582
87868.0,10
87869.0,2522
87870.0,10
87871.0,1560
87872.0,1560
87873.0,50
87874.0,2280
87875.0,2582
87876.0,2280
87877.0,2583
87878.0,2583
87879.0,1281
87880.0,2585
87881.0,2522
87882.0,1140
87883.0,2403
87884.0,2583
87885.0,1160
87886.0,2280
87887.0,2583
87888.0,2403
87889.0,1160
87890.0,1302
87891.0,1140
87892.0,2280
87893.0,1560
87894.0,2583
87895.0,2060
87896.0,2280
87897.0,2583
87898.0,1300
87899.0,2583
87900.0,2280
87901.0,1560
87902.0,2583
87903.0,2280
87904.0,1320
87905.0,2403
87906.0,2403
87907.0,1560
87908.0,1160
87909.0,10
87910.0,2060
87911.0,1281
87912.0,1300
87913.0,1300
87914.0,1160
87915.0,1301
87916.0,10
87917.0,50
87918.0,1160
87919.0,1160
87920.0,2060
87921.0,2280
87922.0,1300
87923.0,2060
87924.0,2583
87925.0,1280
87926.0,2582
87927.0,1280
87928.0,2583
87929.0,2583
87930.0,2060
87931.0,2220
87932.0,2280
87933.0,1140
87934.0,1920
87935.0,2583
87936.0,2403
87937.0,2583
87938.0,1160
87939.0,1281
87940.0,10
87941.0,2582
87942.0,1280
87943.0,1180
87944.0,1920
87945.0,1920
87946.0,1280
87947.0,1280
87948.0,1160
87949.0,40
87950.0,2705
87951.0,2280
87952.0,2280
87953.0,50
87954.0,1301
87955.0,1280
87956.0,1300
87957.0,1560
87958.0,2583
87959.0,1281
87960.0,2705
87961.0,1302
87962.0,2583
87963.0,1140
87964.0,1320
87965.0,1560
87966.0,1300
87967.0,2522
87968.0,2403
87969.0,2705
87970.0,1280
87971.0,2060
87972.0,10
87973.0,40
87974.0,1560
87975.0,1160
87976.0,1140
87977.0,2522
87978.0,1302
87979.0,2403
87980.0,2585
87981.0,2583
87982.0,1160
87983.0,1302
87984.0,1320
87985.0,10
87986.0,2583
87987.0,2583
87988.0,60
87989.0,2583
87990.0,1160
87991.0,2583
87992.0,1160
87993.0,2705
87994.0,60
87995.0,2280
87996.0,2522
87997.0,2522
87998.0,2583
87999.0,10
88000.0,2522
88001.0,1920
88002.0,1920
88003.0,1302
88004.0,1560
88005.0,1300
88006.0,2060
88007.0,1320
88008.0,2583
88009.0,2280
88010.0,1300
88011.0,2583
88012.0,1920
88013.0,2522
88014.0,2060
88015.0,1320
88016.0,1280
88017.0,1280
88018.0,2583
88019.0,10
88020.0,1320
88021.0,2585
88022.0,1920
88023.0,2583
88024.0,1920
88025.0,1281
88026.0,2585
88027.0,1560
88028.0,1320
88029.0,1920
88030.0,1301
88031.0,2705
88032.0,1281
88033.0,1280
88034.0,2403
88035.0,2403
88036.0,2403
88037.0,2403
88038.0,2060
88039.0,2060
88040.0,1301
88041.0,2583
88042.0,2583
88043.0,1160
88044.0,1300
88045.0,10
88046.0,1560
88047.0,2522
88048.0,1560
88049.0,1140
88050.0,2583
88051.0,2462
88052.0,2220
88053.0,1140
88054.0,2583
88055.0,2582
88056.0,10
88057.0,1300
88058.0,2583
88059.0,1300
88060.0,2585
88061.0,2583
88062.0,2705
88063.0,1160
88064.0,1560
88065.0,1560
88066.0,1560
88067.0,1160
88068.0,1300
88069.0,2905
88070.0,2583
88071.0,2280
88072.0,2280
88073.0,2705
88074.0,10
88075.0,1280
88076.0,2280
88077.0,1300
88078.0,1280
88079.0,10
88080.0,2583
88081.0,50
88082.0,2583
88083.0,10
88084.0,2280
88085.0,1140
88086.0,2060
88087.0,1320
88088.0,1560
88089.0,2905
88090.0,1180
88091.0,2522
88092.0,2705
88093.0,1280
88094.0,1180
88095.0,1160
88096.0,1920
88097.0,1560
88098.0,1160
88099.0,1320
88100.0,2582
88101.0,10
88102.0,50
88103.0,1300
88104.0,40
88105.0,2585
88106.0,1320
88107.0,60
88108.0,2280
88109.0,2583
88110.0,1140
88111.0,10
88112.0,2462
88113.0,2583
88114.0,10
88115.0,1920
88116.0,1560
88117.0,2403
88118.0,1281
88119.0,2220
88120.0,1300
88121.0,2582
88122.0,1140
88123.0,1160
88124.0,1920
88125.0,1140
88126.0,40
88127.0,1160
88128.0,2705
88129.0,10
88130.0,2403
88131.0,1920
88132.0,1302
88133.0,1320
88134.0,2583
88135.0,1560
88136.0,2583
88137.0,2280
88138.0,2583
88139.0,1280
88140.0,1281
88141.0,10
88142.0,1302
88143.0,1302
88144.0,1920
88145.0,1560
88146.0,2905
88147.0,2583
88148.0,2403
88149.0,2583
88150.0,1302
88151.0,1140
88152.0,1160
88153.0,2280
88154.0,1280
88155.0,10
88156.0,1160
88157.0,1920
88158.0,1140
88159.0,2905
88160.0,2060
88161.0,1302
88162.0,2522
88163.0,1300
88164.0,2585
88165.0,1140
88166.0,1300
88167.0,2583
88168.0,2280
88169.0,1280
88170.0,2583
88171.0,2280
88172.0,1302
88173.0,1160
88174.0,2582
88175.0,1560
88176.0,2583
88177.0,2585
88178.0,1140
88179.0,2462
88180.0,2583
88181.0,1560
88182.0,2522
88183.0,1560
88184.0,2280
88185.0,1300
88186.0,2522
88187.0,1140
88188.0,2705
88189.0,1320
88190.0,1300
88191.0,2583
88192.0,2585
88193.0,1300
88194.0,2280
88195.0,1280
88196.0,50
88197.0,2280
88198.0,1302
88199.0,1160
88200.0,2060
88201.0,1281
88202.0,1160
88203.0,1920
88204.0,1301
88205.0,50
88206.0,1160
88207.0,2522
88208.0,1920
88209.0,2462
88210.0,1280
88211.0,1560
88212.0,10
88213.0,1300
88214.0,1300
88215.0,2522
88216.0,1560
88217.0,2280
88218.0,1302
88219.0,2403
88220.0,40
88221.0,2280
88222.0,1160
88223.0,2060
88224.0,2060
88225.0,2583
88226.0,2403
88227.0,2403
88228.0,1320
88229.0,2403
88230.0,1560
88231.0,1320
88232.0,2403
88233.0,2220
88234.0,1160
88235.0,2280
88236.0,1300
88237.0,2583
88238.0,1280
88239.0,2522
88240.0,2522
88241.0,1300
88242.0,2585
88243.0,2060
88244.0,1300
88245.0,2280
88246.0,1140
88247.0,2583
88248.0,40
88249.0,2705
88250.0,2583
88251.0,1320
88252.0,1300
88253.0,1160
88254.0,2583
88255.0,1560
88256.0,2280
88257.0,2403
88258.0,1160
88259.0,1160
88260.0,2582
88261.0,40
88262.0,2522
88263.0,2522
88264.0,10
88265.0,10
88266.0,40
88267.0,2522
88268.0,1280
88269.0,2522
88270.0,1560
88271.0,1281
88272.0,2280
88273.0,10
88274.0,2522
88275.0,2280
88276.0,40
88277.0,2585
88278.0,2583
88279.0,40
88280.0,2583
88281.0,2280
88282.0,2522
88283.0,2583
88284.0,1140
88285.0,2060
88286.0,10
88287.0,2585
88288.0,1281
88289.0,2585
88290.0,2522
88291.0,1560
88292.0,2583
88293.0,1320
88294.0,10
88295.0,1560
88296.0,1281
88297.0,50
88298.0,2583
88299.0,1560
88300.0,2403
88301.0,50
88302.0,1140
88303.0,50
88304.0,2705
88305.0,1920
88306.0,2060
88307.0,2905
88308.0,2583
88309.0,2522
88310.0,2705
88311.0,10
88312.0,1560
88313.0,2403
88314.0,1302
88315.0,2582
88316.0,2462
88317.0,2582
88318.0,2582
88319.0,1160
88320.0,2280
88321.0,2583
88322.0,2583
88323.0,2583
88324.0,1281
88325.0,1940
88326.0,2583
88327.0,40
88328.0,2585
88329.0,1920
88330.0,1160
88331.0,60
88332.0,10
88333.0,2582
88334.0,40
88335.0,1160
88336.0,2060
88337.0,2583
88338.0,2583
88339.0,1281
88340.0,2585
88341.0,2060
88342.0,2582
88343.0,2403
88344.0,2585
88345.0,1140
88346.0,1560
88347.0,2583
88348.0,2522
88349.0,2403
88350.0,1160
88351.0,2583
88352.0,2522
88353.0,2060
88354.0,2060
88355.0,2705
88356.0,10
88357.0,50
88358.0,2522
88359.0,2585
88360.0,1320
88361.0,2280
88362.0,2583
88363.0,2583
88364.0,40
88365.0,2583
88366.0,2583
88367.0,2403
88368.0,1560
88369.0,2522
88370.0,2583
88371.0,2582
88372.0,1300
88373.0,2462
88374.0,1920
88375.0,2582
88376.0,2582
88377.0,2583
88378.0,2060
88379.0,2705
88380.0,2462
88381.0,1281
88382.0,2583
88383.0,2060
88384.0,1320
88385.0,2462
88386.0,1300
88387.0,2705
88388.0,60
88389.0,1560
88390.0,2403
88391.0,2583
88392.0,1180
88393.0,10
88394.0,2522
88395.0,1280
88396.0,2060
88397.0,2705
88398.0,1320
88399.0,2462
88400.0,2583
88401.0,2582
88402.0,1280
88403.0,2220
88404.0,10
88405.0,2522
88406.0,2522
88407.0,1160
88408.0,2583
88409.0,2060
88410.0,2060
88411.0,1320
88412.0,1300
88413.0,2280
88414.0,1140
88415.0,2403
88416.0,1140
88417.0,1920
88418.0,2522
88419.0,1140
88420.0,1560
88421.0,2220
88422.0,1560
88423.0,1320
88424.0,1560
88425.0,1560
88426.0,2403
88427.0,2280
88428.0,2583
88429.0,1302
88430.0,1302
88431.0,2280
88432.0,10
88433.0,2583
88434.0,1300
88435.0,10
88436.0,1302
88437.0,1160
88438.0,2462
88439.0,1301
88440.0,2583
88441.0,2583
88442.0,2583
88443.0,2583
88444.0,2582
88445.0,2403
88446.0,2583
88447.0,2585
88448.0,1140
88449.0,2280
88450.0,1560
88451.0,10
88452.0,1300
88453.0,2280
88454.0,1140
88455.0,2403
88456.0,2060
88457.0,1140
88458.0,2522
88459.0,10
